L_LatVent,R_LatVent,L_thal,R_thal,L_caud,R_caud,L_put,R_put,L_pal,R_pal,L_hippo,R_hippo,L_amyg,R_amyg,L_accumb,R_accumb
4253.7,4243,7576.7,6921.7,3882,4231.7,6759.5,6069.6,1526.8,1626.5,4276.9,4424.4,1721.8,2048.3,826.1,796.5
11081.2,6998.3,7514.2,7648.7,3959.2,4025.2,6612.6,6045.9,1612.1,1344.3,4372.1,4079.5,1791.5,1814.5,613.1,592.8
9355.5,6922.1,7891.8,7021.1,4230.8,4373.1,6509.9,5422,1302.2,1483.9,4523.6,3167.3,1960.4,1474.3,642.5,607.7
6861.4,5134,6960.8,6259,3365.7,3487.3,5489.9,5314.9,1229.2,1444.2,2775.4,3932.4,1383.5,1546.9,410.1,476.9
7566.3,4402.8,7239.3,6821.7,4088.3,4053.4,6096.9,5664.1,1637.4,1547.2,3576.1,4362.7,1912.2,2133,368.7,482.3
6780.3,6902.7,9051.3,9109.6,3221.2,3458.2,6397.6,6469,1520,1585.3,4956.1,5351.9,1789.1,1901.9,498.4,533.2
2680.4,3046.7,7963.9,6414.8,3100,3299.5,4493.7,4910.2,780.5,1295,3493.1,3483.4,1481.7,1820.7,465.6,438.8
3216.3,4416.1,8497.9,5725.1,NA,NA,5787.8,3844,NA,NA,4342.2,1699,1718.8,1381.6,631.4,625.4
5990.9,5406,6570.5,5643.4,2702.9,2923.2,4750.5,4422.8,1080.1,1299.6,3262.9,4090.5,1503.5,2103,633.2,530.7
10039.4,15643.4,8134.7,7621,3798.7,4012.3,4786.2,5542.8,1553.8,1213.4,2864,4257.7,1499.4,1853,464.7,447.6
4422.3,5020.7,8441.1,6763.4,3833.2,4089.4,5128.1,5104.9,853.2,1524.2,3956.3,3955.2,2001.1,1720.8,487.8,674.7
5785.3,5731.5,6539.4,6062,2977,3147.4,5660.1,5274.2,1092.2,1262.7,3094.1,3497.6,1385.3,1601.7,404.3,374.2
5244.5,5781.8,7025.4,6251.7,3988.4,4127.9,5344.8,4951.6,1362.6,1400.3,3707.2,2466.1,1657,1552.5,585.3,626.7
6390.6,2681.5,7608.5,7382.6,3892.5,4071.3,5842.4,5591.5,1734.2,1620.8,3739.7,4130,1770.5,1650.1,758.6,717.6
5299.1,5169.1,6904.5,5661.9,2867,3053.5,4165.5,4354.8,892.5,1262.8,3479.2,3678.5,1468.2,1454.5,514.3,416
34392.9,27840.1,10053.6,7579.9,5230.4,5790.9,7223.7,7702.8,1222.2,1916.9,4325.6,4469.2,1895.1,2413.7,715.1,748.1
4385.9,4146.4,8932.3,7341.4,4463.7,4369.3,5836.8,5702.9,930.7,1646.1,4741.5,4149.7,2263.2,2027.5,527.8,601.6
6131,4965.1,7984.2,7695.6,4120.4,4170.1,7222.6,6863.5,1630.3,1922.9,4298.3,4767.3,2191.7,2115.6,684.2,569.8
4027.8,4200.7,7544.3,9586.5,4273.9,4617.4,6669.4,6682.3,1959.5,1696.5,4509.5,4617.9,2056.9,2129.6,536.4,582.4
12882.2,12053.5,6604.4,5958.3,3211.4,3466.7,5237.8,4962.8,1325.8,1446.6,3867.7,3929.3,1795.6,2196.9,502.8,519.8
4315.2,4970,6337.9,6318.8,3674.7,3541.7,5745.2,5403.1,1598.6,1510.2,3925,4199.9,1558.7,1764.8,NA,NA
5341.4,3491,7706.1,6624.4,3188.5,3142.4,4993,4854.5,931,1470.8,3912.6,4110.6,1627.8,1661.7,499.4,452.4
5809.6,4886.2,7468.2,7044.9,3700.1,3927.1,5492.8,5098.1,1074.6,1404.5,3297.8,4613.1,2182.3,1803.7,479.8,484.3
3830.6,4707,8822.8,7942.9,4260.4,4277.5,6931,6344.5,1597.5,1768.3,4521,4149.3,1804.2,2291,623.7,778
13509.4,9656.6,8587.7,7359.7,3648.2,3769.8,6149.9,5929.4,1413.5,1615.6,3660.3,3605.1,1799.1,2072.5,541.8,624
3548.3,3829.4,7230.5,5601.8,2901.6,3160,4416.5,4340,741.2,1258,3256.6,3652.5,1426.3,1572,609.5,604.9
17775.4,12248.1,6288.5,5717.2,3208.7,3513.9,5200.3,4721.9,1166.8,1201.8,2063.5,3029.3,1330.3,1221.3,500.2,458
6147,4879.1,7694.6,7048.3,4086.8,4389.6,5692.3,5535.4,1347,1350.1,4064.4,3959.3,1603,1925.4,550.5,465
10165.4,11440.9,8164.5,6240.3,3549.5,3628.6,5199.7,4914.6,1240.9,1516.2,3637.1,3655.1,1603.3,1636.2,575.5,554.6
4344.4,4130.6,8288.6,7578.8,3859.9,4220,5941.3,5385.2,1397.6,1462.1,4538.8,4723.4,1896.9,1949,594.4,710.8
5562.7,4885.9,8003.8,6691.4,3812.7,4014.2,5469.4,5960.3,1267.6,1640,2735.6,4229.5,1446.2,1863,626.4,573
7412.8,10234.1,6657.1,6461.5,3823.2,3985.3,5585.3,5209,1461.6,1401,3643.6,3646.8,1892.7,2132.2,404.4,512.1
3381.3,2789.6,7759.7,7513.7,3743.7,3902.5,5836.6,5572.6,1430,1568.4,3079.2,3137.1,1455.3,1653.4,435,380.4
7944.4,5845,8374.8,7378.9,3812.8,4048.4,5518.4,4999.7,1319.6,1527.5,4408.4,4285.7,1699.9,1802.4,582.3,491.2
8121.1,14961.2,8376.7,6847.8,3600.6,3827.4,6408.1,5648.7,1557.1,1625.4,4285,2949.9,2062.5,1713.6,702.9,668.6
4707,3703.9,8698,7041.2,3660.4,3916.1,6089.2,6030.9,932.9,1610.8,5224.7,4716.4,2088.4,2002,557.8,414.8
4792.4,4162.5,8709.6,7254.3,3130.1,3403.7,4968.8,5302.7,1074.3,1444.1,4236.5,3086.9,1880.9,1646.1,474.7,585.1
7318.4,5860.5,9270.2,6863.3,3874,3946.3,5199.5,5825,889.2,1629.6,3976.3,4067.7,1751.5,1751.9,555.3,607.9
9912.4,5862.9,8335.1,7496.4,3056.5,3160.4,5924.7,6055.7,846,1299.6,4130.6,3605.9,1880.6,1845.1,423.7,563.2
8245.1,6330.3,6398.2,6587.3,3104.5,3542,5530.5,5140.5,1434.5,1432.5,3173.2,3833.7,1590.8,1739.6,646.6,701.2
9413.8,20519.2,8627.8,8287.5,4139.7,4398.3,6048.7,5695.7,1506.4,1554.5,4225.1,4297.1,2005.9,2033.6,449.6,466.7
6885.9,8243.9,8298.9,6831.6,3819.1,3892,5053.9,4800.1,762.4,1371.9,4596.5,4344.6,1811.8,2297.1,456.5,495.6
3664.7,3636.2,7199.6,6590.4,3679.9,3783.9,6244,5894.9,1323.6,1261.1,3730.6,3621.2,1723.6,1700.9,517.7,534.3
3448.2,3267.9,6462.3,5925.6,3775.7,3876.6,6070.2,5813.7,1413.4,1406.4,3939.9,3108.9,1663.8,1597.5,697.9,686.7
3930.3,3257.8,7357.1,6291.2,3533.8,3533.9,4339.3,4765.2,1098.4,867.8,2480.1,3844.5,1170.2,1559.5,519.2,650.9
7084.9,5297.9,8278.3,7934.5,4531.2,4629.1,5780.1,5366.1,1591.7,1614.8,3225.7,4150.7,1784,1712.8,743.6,690.6
11437.4,7662.7,6600.3,6156.4,3803.5,3842.2,6023.6,5423.7,1585.9,1475.5,2932.2,3528.7,1913.4,1660.6,473.9,527.3
4294.4,5539.3,8611.6,7306.9,4238.1,4536.8,6579.6,6280.3,1131.7,1474.5,4576.5,4714.7,1863.9,1916.9,551,668.7
3102,2893.4,8549.3,6770.8,3456.5,3554.9,5439.4,4752.9,1089.6,1764,3730.1,2851.3,1665.8,1626.2,542.9,530.7
5425.9,3308,7687.6,6905.6,4223.1,4206.3,6520.5,6196.3,850.8,1464.4,4406.9,4273.1,1753,1898,624.4,623.3
2781,3199.7,8145.9,7620.3,3571,3778.3,5665.1,5353.5,1365,1501.9,3038.6,4086.6,1362.4,1558,615.8,637.4
9664.5,10161.6,7418.6,6362.3,3778.4,3914.8,5299.5,5206.3,1015.1,1407.6,4429.2,4168.1,1794.5,1833.5,344.6,361.1
5348.5,5728.2,7385.6,6497.1,3465.4,3570.1,5998.9,5635.9,1389.5,1610.7,3338.1,3492.3,1283.5,1319.8,533.8,580.9
17514.9,23177.5,8491.8,7328.5,4523.3,4578,6914.6,6637,1741.3,1773,4337,4626,1919.9,2318.2,520.3,509.9
7811.3,8302.8,10755.2,7842.9,4098.6,4150.8,6717.1,6149.5,1323.1,2071.6,4498.9,2752,1885.8,2325.1,500.5,532.1
4750.6,3218.7,6782.4,5888.4,3341.4,3373.5,5712.6,5182.9,1096.7,1298.8,3436,2470.9,1417.1,1419.2,540,575.7
7757.7,8274.4,5956.1,5557.9,2956.5,3018.8,4131.4,4381.6,1291.9,1391.7,2034.5,3181.3,1285.5,1199.3,353.3,449
3263.3,2396.1,6937.7,6521.1,4037.5,4231.6,6034.3,5710.1,1407.7,1379.3,3817.8,4172,1273,1756.4,NA,NA
3064.8,3859.1,7681.6,6984.3,3782.8,3977.7,5000.9,5129.3,1377.5,1321,3819,4050.4,1638.6,1817.4,715.4,623.3
7297,4129.1,8883.8,7723.1,3470.2,3616.1,6394.7,5888.6,1324.5,1738.5,3987.8,3986.1,1612.6,1684.2,468.2,519.8
18611.1,22412.1,8635.6,7508.2,4256.4,4570.1,5754.8,5104.3,1248.3,1722.2,4155.7,4141.9,2004.9,2408.6,595,484.5
5475.1,8391.4,6694.9,6254.4,3228.2,3318.6,5337.2,5147.3,1280.4,1407.6,4048.4,4001.6,1582.6,1721.2,444.7,464.4
10392.1,7241,9705.3,9149.8,4951.9,5130,6078,5859,NA,1461.4,3512.9,4648.8,1825.4,2033.1,1168.2,868.6
11495.4,12526.8,NA,8395.6,4165.5,4147.2,5117.3,5272.9,1049.8,1485.3,4238.7,2660.2,1961.5,1711.1,523.5,528.7
8935.5,8108.2,7320.4,6513.3,3950.5,3617.3,5731.3,5639.4,1443.8,1389.4,3328,3307.6,1305.1,1547.5,571.4,602.8
5534.1,3428.3,6701.5,6210.3,3398,3503.7,5425.7,5110.3,1132.9,1207.3,3255.5,2891.8,1473.5,1339.6,489.8,581.8
4217.1,3900.9,8523.5,7724.1,4314.8,4619.5,6474.1,6103.4,1228.5,1690.5,4208.6,4209,1909.9,1772.4,737,729.7
4617.6,4756.9,6982.6,7006.1,3792.4,3920.3,5120,4976.5,1501.6,1572.6,4382.7,4362.7,1889.9,1921.3,581.2,697.4
7154.6,4832.9,7794.1,6253.6,3206.3,3217.8,4322.9,4438.1,1125.8,1270.3,4342.4,3337.3,1661.4,1744.4,358.4,386.7
3157.1,4466.4,6729.2,5688.5,3436.9,3632.5,4878.6,4642.3,930.4,1195,3780.6,2607.1,1279.9,1361.8,537.3,639.7
14716.2,13342.7,6918.3,5861.6,4235.5,4267.4,4948.9,4848.6,1210.2,1440.2,3625.1,3881.3,1671.4,1634.2,380.5,392.5
25206,8513.3,6310.6,5726.2,3798.5,3764.7,5142.5,4590.6,1194.1,1252.9,3087.5,2546.2,1660,1398.2,430.6,480.8
10787.4,12695.6,7123,6806.7,3882.3,4000.3,6256.7,5626.8,1588.2,1487.6,3316.9,3697.9,1824.7,1914.3,439,460.2
17273.2,21218.1,7442.7,6693.1,4005.5,3824.9,5761.2,5401.9,1341.3,1598.9,3821.6,2606.6,1769.1,1640.4,486,663.9
18795.9,22240.2,6698.2,6684.8,3436.8,3688.6,5318.2,4397.2,1226.4,1295.5,2169.9,3573.1,1601.6,1263.4,392.3,495.6
8588.5,12807.5,8185.3,6805,3420.5,3589.1,5230.8,4996,1344.4,1264.4,2566.6,3498.6,1586.9,1555.3,374.6,467.8
5774.4,5833.5,7619.5,6835.9,4148.9,4102.7,6306.8,5878.9,1485,1730.6,3463.1,3856.6,1936.2,1831.7,583.3,634.6
8774,8204.9,6408.3,5374.2,3521.7,3718.2,5380.4,4952.3,1374.2,1572.1,2461.5,2519.3,1304.9,1374.3,437.7,459
7349.3,5400.8,7000.5,6259.1,3541.6,3742.3,4606.2,4903.7,1170.8,1243.2,3115.4,3561.4,1684.4,1523.7,580.2,561.1
4758,5566,7119,7030,3942,4111,7908,7258,1977,1726,4144,4029,1562,2032,968,1035
6564,6577,6498,6540,4338,4642,6567,6006,1804,1519,4361,4154,1851,2035,870,881
4387,3751,6045,6466,3329,3513,6305,6234,1766,1550,3276,3501,1708,1678,769,798
5994,7119,7557,8206,4228,4352,6816,6715,2173,1964,4164,4296,1612,1382,600,783
2397,2914,6493,6754,3352,3627,5882,5753,1655,1415,4177,4025,1520,1864,817,795
4831,4769,8284,8336,3904,4378,7553,6965,2021,1722,4250,4493,2712,2904,1158,1008
4849,3625,7763,8039,4363,4298,6923,6555,2294,1973,4082,4116,1722,1748,902,738
2581,2722,5956,6438,3489,3883,5862,5823,1714,1609,3416,3627,1631,1820,668,680
9551,7777,7878,8184,4169,4510,6953,6687,1857,1641,4226,4749,1838,2338,723,804
5582,4731,6541,6557,3763,4068,6609,6434,1675,1478,4229,3986,1547,1942,987,794
6777,4214,6274,6411,3312,3341,5275,5370,1590,1509,3551,3624,1928,1476,618,765
15070,8537,6631,6594,3726,3780,5951,5603,1542,1290,3470,4040,1628,1719,612,706
7279,6196,7126,7352,3620,3865,6271,6342,1923,1697,4281,3929,1620,1767,802,731
5233,4192,6920,6959,3450,3495,6348,6235,1819,1541,3927,3954,1567,1566,688,796
3483,3109,5414,5704,3143,3322,5421,5176,1666,1346,3297,3273,1429,1163,577,608
17965,15433,6129,6380,3792,4038,7765,6559,1889,1551,3671,3807,1640,1922,1036,962
2151,1661,6015,6543,3330,3670,5757,5656,1749,1661,3812,3637,1563,1574,664,586
4233,4344,5642,5695,2950,3198,5950,5487,1790,1481,3230,3401,1505,1343,592,529
5902,9942,6640,6814,4076,4095,6552,6312,1694,1595,4286,4015,1560,1631,851,793
12019,13243,7427,7508,3142,3290,6216,6291,1787,1500,3958,3559,1693,1761,817,851
11165,10753,7496,7742,4205,4694,6786,5863,1938,1562,4587,4535,2003,2222,886,848
10191,12252,5643,5731,3037,3105,5325,5382,1648,1455,3382,3546,1204,1338,479,487
4868,5070,5433,4781,3435,3537,4462,4337,1476,1273,3006,3006,1101,1231,665,709
7541,6050,6005,6464,3228,3633,5887,5851,1761,1636,3968,4284,1295,1755,662,694
5889,6039,6959,7210,3745,4070,5333,5349,1746,1610,4026,4216,2081,1916,752,615
13654,14423,8839,9326,4366,4490,8590,7947,2201,2146,4785,4324,1872,1827,803,765
5190,5208,6312,6672,3835,4082,5873,5508,2167,1787,3640,3583,1458,1481,896,793
10383,9090,6337,7309,3977,3847,6305,6134,1886,1625,3803,4004,1515,1625,581,702
6634,6195,7050,7631,3554,3669,6346,6053,1994,1801,3818,3649,1745,1707,1005,519
7531,8457,5648,5582,3134,3171,5258,5029,1566,1292,3216,3177,1547,1484,789,737
6580,6640,6815,6372,3793,3933,5338,4923,1918,1689,3517,3847,1506,1401,784,711
8813,6414,6830,7272,3662,3596,5700,5420,1919,1834,4067,4109,1527,1630,644,610
11603,10414,6077,6513,3856,4133,4963,4298,1895,2008,3939,3918,1468,1709,614,609
7331,7114,6317,6336,4166,4370,5257,5395,1691,1561,4126,4261,1900,1894,642,762
4509,3689,5765,6378,2991,3021,5168,5142,1755,1746,3931,4190,1691,1701,607,684
NA,16365,7297,6864,5004,4996,7820,7337,2093,1732,4367,4553,1982,2118,901,928
8277,4092,6730,7516,3284,3434,5880,5739,1844,1597,3192,3841,1478,1640,631,644
10871,6999,7393,7594,4506,4587,7171,6756,1857,1777,4002,4196,1554,1779,668,862
9127,7820,4827,5212,3144,3328,4889,4435,1712,1331,3121,3135,1240,1305,488,359
8637,4829,6800,7119,2930,3190,6690,6290,1803,1530,3247,3755,1548,1718,779,762
3872,3660,7202,7608,3908,3860,6303,6020,1723,1470,3874,4245,1709,1679,728,785
6571,5173,7120,7390,4422,4703,5951,5825,1881,1652,3947,4278,1808,2072,806,874
8657,7314,5402,5544,3100,3146,4696,4622,1480,1444,3343,3766,1816,1677,497,574
15216,8329,6001,6391,3190,3304,5395,5400,1670,1271,4157,4304,973,1040,646,631
5344,5447,7957,8523,3984,4323,5860,5788,2015,1895,4383,5019,2199,2207,938,739
2713,2250,6271,6293,2635,2857,5180,4725,1468,1298,3702,3787,1670,1699,480,552
NA,NA,6114,5668,3637,3928,5430,4992,1967,1361,3421,3184,1586,1630,651,581
8513,7062,5457,6188,2880,3026,4396,4559,1303,1225,3692,3557,1076,1104,428,414
6363,5543,6273,7424,3661,3806,6737,6520,2016,1685,4044,4569,1555,1670,778,665
10904,8020,7461,8310,4776,5114,6657,6837,1712,1788,4087,4011,2039,2234,857,943
7437,7247,7862,7910,4017,4318,6625,6793,2340,2078,4435,4547,1635,2038,759,758
9601,14785,7552,6515,4326,4517,6787,6137,1821,1720,4589,3910,1981,1714,1224,875
7309,5435,8056,7523,3950,4111,6243,5986,1822,1710,3926,4151,1635,1621,838,850
6866,9019,6394,7136,3689,4300,6278,6359,1790,1572,3736,4297,2171,1859,1119,805
2359,2442,6518,6723,3582,3467,7601,7098,2179,1833,4303,4374,1718,1818,703,654
6456,6506,7052,6788,3450,3657,7234,6785,2158,1719,4046,4033,1669,1641,849,861
3723,3163,6815,6910,3972,3922,6327,6121,1719,1563,3852,4165,1493,1386,872,650
3331,2849,6209,6406,3759,3911,5742,5692,1697,1480,4035,3932,1781,1989,641,720
3345,3681,7779,7671,4060,4461,7163,6655,1790,1653,3652,4028,1887,1637,831,771
7755,6472,7782,7946,4140,4239,6542,6097,2079,1830,4301,4400,1684,1659,1013,952
4409,4554,5970,5918,3485,3602,4336,4474,1539,1404,3359,3326,1130,1420,676,673
7167,9935,6726,6910,3780,3841,6191,5943,1881,1694,4302,4224,1482,1422,707,693
2239,2934,8361,8452,3156,3384,6595,6607,2202,1875,3940,4286,1665,1515,693,573
3088,2920,6747,6816,4092,4482,7332,7421,1962,1848,4113,4514,1712,1750,861,849
8441,6076,6177,6218,3389,3459,5302,5098,1897,1720,3503,3768,1161,1401,530,405
7341,6691,5969,7549,4170,4257,6722,6831,2200,2448,3634,3818,1331,1906,541,618
7785,6757,7364,7013,4417,4616,6927,6449,2205,1696,4088,4605,1885,1916,838,913
6214,5572,7872,7752,3942,4052,6581,6480,2220,2012,4274,4395,1960,1960,682,784
5094,3982,7275,7497,3725,4060,6424,6282,2002,1831,4073,4300,1800,2014,935,1007
3529,4650,6847,7147,3114,3354,6500,6126,1535,1472,4089,3978,1604,1843,800,790
4904,3082,8298,8707,4287,4176,7445,7006,2161,1981,4405,4544,1710,1820,806,723
3234,4005,6960,6923,3326,3560,5971,5873,1630,1560,3952,3938,1405,1301,647,601
3161,2906,6812,7198,4001,4186,7078,7099,2070,1990,3946,4104,1715,1630,828,707
5910,4195,6597,7210,3826,4194,7679,7577,2178,1847,4000,3989,1492,1827,917,868
5270,4013,7828,8267,4093,4062,7272,7692,2355,2164,3837,3902,1624,1713,807,806
5880,11570,6364,6569,3557,3777,6140,5814,1818,1490,3768,3792,1185,1799,730,712
4477,2660,6386,6621,3654,4053,5818,5649,1848,1726,4056,3787,1455,1726,786,849
8236,7856,6438,6721,3836,3945,6705,6600,1881,1582,3365,3699,1651,1783,924,1028
6783,7479,6631,6132,3641,3783,6821,6990,2014,1756,4230,4457,1687,1931,780,741
3032,2116,7197,6954,4166,4162,6585,6526,1919,1771,4371,4210,1839,1926,844,804
10133,7128,8388,8394,4730,4755,6861,6738,2386,2085,4233,4281,1548,1604,815,765
3001,2217,6443,6010,3707,3815,6373,5968,1769,1473,3255,3188,1173,1195,696,654
3895,3039,6864,6192,3079,3280,4908,4852,1795,1516,3274,3478,1229,1321,749,665
5077,4978,8219,8343,5132,5053,7211,7433,2073,1916,4842,5120,1999,2251,1182,1207
4183,3356,6828,7017,3372,3670,7656,7089,1970,1812,3752,4100,1508,2009,856,818
5845,5221,7029,6764,3887,4391,6468,6187,1945,1805,3788,4201,1714,1780,948,803
8659,8408,6525,6813,3686,3706,5977,5832,1540,1528,3783,3636,1483,1464,649,684
3999,3839,8221,7526,4373,4771,6491,6251,2080,2078,3988,3798,1622,1881,734,738
4921,3183,6085,6728,3578,3559,6602,6203,1988,1730,3818,4137,1652,1627,973,816
12156,7683,8283,8312,4664,4844,6723,6816,2210,1897,4117,4523,1371,1974,818,917
17362,11396,7366,7420,3831,3955,6221,5504,1958,1666,3913,4390,1394,1528,679,505
6033,4618,6635,7479,3190,3424,6067,5887,1924,1641,4014,3879,1511,1502,772,714
4387,4613,6011,6152,3461,3716,5787,5815,1788,1582,3585,3689,1527,1624,738,662
6469,5271,5290,5764,2691,2717,4916,4649,1353,1187,3309,3710,1349,1385,597,603
2352,2131,6549,6597,3591,3484,6077,5992,1840,1669,3617,3647,1437,1670,747,602
7454,6611,8434,8187,4936,5314,7391,6847,2435,1958,4005,4274,1480,1543,786,658
9608,6392,5568,6290,3146,3310,5333,5402,1325,1214,3022,3537,1237,1538,698,717
4620,4762,9238,9909,4236,4372,7052,6363,2076,1995,4330,4399,1691,1881,841,694
12726,10631,5737,5607,3271,3509,5167,5191,1620,1420,3432,3533,1242,1394,506,477
10717,8583,6335,6876,3513,3666,5300,5012,1487,1386,4181,4278,1491,1481,609,537
10476,10195,5981,6259,3260,3452,5320,4730,1642,1382,3317,3208,1372,1270,647,472
4695,4338,6731,6961,3865,4031,6100,5981,1815,1819,4165,4027,1563,1475,752,692
7524,11750,8897,9046,4469,4651,7918,7697,2076,1995,4999,4643,1783,2013,821,1076
5225,4248,6219,6219,3677,3807,5887,5395,1812,1657,3560,3730,1320,1619,795,663
4734,3757,7254,7467,3181,3381,6369,6315,1774,1450,4081,4002,1724,1754,1112,984
3510,3708,4985,5118,2746,2861,4697,4471,1632,1336,3115,3309,1009,1075,633,579
5627,5010,5385,5911,2930,3047,6038,5878,1911,1603,3255,3291,1140,1149,683,611
5183,4073,7904,7941,4693,4688,7587,7143,1984,1973,NA,4889,1355,2075,835,956
5480,4309,6606,6941,3465,3713,6123,5628,1902,1731,3793,3870,1195,1277,768,663
4114,3781,6511,6811,3805,3782,6060,5899,1993,1680,3744,3901,1658,1689,929,681
3580,2973,7894,7846,4076,4273,6885,6532,1686,1720,4356,4574,1533,1587,806,852
8459,7683,7497,6652,2977,3538,5547,5236,1261,1408,3634,3394,1371,1503,983,727
4650,6983,5026,4862,3116,3361,4754,4531,1502,1317,3286,3224,1205,1131,570,471
6174,4689,6588,6888,4115,4168,6021,5798,1941,1786,3630,3847,1379,1588,686,629
13344,13857,5676,5327,3400,3748,4907,5051,1346,1228,3620,3577,1417,1582,534,634
7118,8440,7303,7965,3899,4209,6900,6601,1979,1897,4087,4237,1385,1677,839,806
2390,2428,5955,5900,2689,2960,5711,5360,1605,1416,3222,3255,1487,1523,874,704
6614,3415,7098,7800,3919,3601,6161,5795,2025,1759,3986,4082,1658,1606,777,491
NA,NA,5856,5834,3565,3714,4980,5039,1442,1376,2800,3011,1364,1650,400,476
7072,8463,7391,7736,3924,4063,6811,6537,1770,1467,4271,3795,2113,2521,946,884
6025,6266,7075,7246,3824,3968,5837,5333,1896,1629,4198,4410,1879,2042,646,611
6343,6204,6063,6203,3813,3946,5877,5701,1800,1606,4404,4664,1823,1857,634,714
NA,NA,7813,8013,4111,4369,6559,6481,1910,1719,4004,4358,1825,2118,815,809
6326,6655,8441,8435,4011,4178,5202,5225,1890,1777,4333,4718,1986,1982,700,571
4176,3071,6419,6787,3689,3521,5420,5749,1697,1659,3757,3909,1201,1354,578,548
4913,4070,6885,7062,3084,3083,6496,6236,1572,1586,4174,4244,1459,1540,783,801
9825,10315,6119,6419,3776,3843,5515,5131,1902,1950,4125,4049,1365,1558,702,623
10483,7641,7543,7507,3397,3629,6650,6543,1821,1657,4184,4269,1497,1556,669,855
11303,14802,6608,6666,4256,4372,6557,6348,1902,1467,3904,3552,1486,1559,825,690
7820,8975,6440,6844,3322,3675,5789,5653,1719,1807,3270,3491,1441,1401,635,585
13606,12294,NA,NA,4942,4956,8217,7355,2406,2149,4827,4581,1975,2032,959,1146
7550,6546,6452,6635,4054,4176,5739,5248,1836,1606,3461,3665,1468,1564,758,566
NA,18032,5596,6032,3482,3689,NA,4492,1207,1260,NA,3733,NA,1156,477,325
9868,7792,7884,7888,4902,4864,7419,6872,2065,1826,4447,4506,1815,2220,724,831
7844,7446,6276,6873,3870,4170,5250,4985,1632,1606,3721,3835,1854,1813,713,467
5689,7292,7115,7922,3939,4173,6119,6083,1976,1788,4607,4684,2219,1996,840,932
3791,3552,7724,7985,4527,4729,6489,6352,2064,1932,3975,3910,1580,1499,1054,632
8718,6386,6742,6368,3366,3624,4954,5280,1271,1497,4017,4334,2183,2009,685,688
4436,3363,5050,4910,3309,3214,4751,4408,1248,1274,3294,3715,1508,1474,604,409
2164,2161,6018,6234,2807,2757,5894,5524,1636,1460,3674,3635,1557,1783,728,739
13791,14689,7215,6833,4065,4318,6885,6208,1877,1541,4210,4119,1632,2085,910,762
4971,3615,7122,7563,3279,3475,5798,5777,1696,1523,4318,4425,1777,1949,703,817
8452,8689,7060,7522,4650,4882,5707,5401,1710,1791,4720,4702,1880,1847,697,622
3657,4441,6125,6212,3506,3801,5138,4746,1536,1377,3953,4166,1182,1255,649,582
16956,17523,6797,7145,4575,4563,5784,5546,1830,2056,3879,4237,1842,1834,606,719
10374,13231,6437,6515,2968,3220,4764,4831,1916,2002,4380,4482,2044,2116,521,575
10007,8509,5515,6475,3430,3709,5306,5086,1635,1369,2864,3891,1106,1412,630,584
6713,5678,7491,7039,4068,4243,6171,5656,1861,1649,4193,2351,1837,1476,780,656
8876,8716,5911,6001,3524,3801,5221,5305,1663,1684,3566,3673,1691,1364,623,478
6682,5552,8178,8252,4104,4208,6495,6257,2031,1633,3722,4405,2059,2233,814,1038
7171,6427,5011,5552,2948,2951,4600,4817,1574,1569,2753,2923,1311,1417,559,604
3809,5194,6928,7161,2819,3231,4577,4733,1540,1587,4025,4271,1919,1581,696,672
8412,7912,6574,6558,3999,4039,5654,5558,1862,1593,4163,4260,1782,1683,751,647
8488,6787,6410,6172,3243,3255,5157,5068,1624,1399,3404,3525,1437,1340,578,629
8420,6917,5731,6090,3285,3390,5128,4880,1655,1662,4322,4530,1716,1941,447,589
4733,4555,6115,6133,3433,3660,5390,5311,1630,1578,3991,3962,1497,1546,656,581
4517,4095,7179,7493,3724,3789,5684,5319,1831,1726,4164,4360,1753,1831,820,494
9673,7746,4808,5264,3316,3372,3855,3783,1257,1190,1949,3008,1297,1136,426,596
8403,6131,5358,5913,2743,2860,4692,4270,1430,1190,2072,2078,1277,NA,653,473
4875,5350,6283,6721,3300,3430,5629,5385,1991,1869,3972,4454,1672,1842,700,562
3138,3465,5390,5210,3476,3594,5560,5677,1358,1368,3442,3586,1431,1433,660,672
7382,6716,6596,6751,4388,4645,4894,5045,1940,1911,3574,3949,1844,2112,669,668
5437,5208,7195,6889,3183,3188,5403,5268,1525,1543,4146,4200,1477,1596,620,605
6431,6085,6900,6857,4636,4758,6336,5876,1826,1594,4193,4237,1408,1797,972,825
7544,5589,5966,5914,3091,3175,4915,4816,1834,1894,3246,3593,1242,1360,398,440
11585,15857,5032,5458,3153,3385,5084,5043,1659,1605,3577,3621,1523,1630,547,605
6373,4921,6272,6413,3235,3230,5862,5543,1727,1346,3726,3746,1447,1299,710,666
4541,4937,7023,6599,3806,3666,5393,5174,1697,1471,3996,3879,1315,1302,695,696
4504,2968,6994,6769,4421,4140,5609,5180,1841,1408,3714,3751,1744,1653,765,619
5961,5791,6609,6596,3612,3509,5539,5408,1576,1361,3633,3624,1559,1542,719,676
4068,3628,6544,7194,3676,3786,6101,5336,1878,1836,3750,3934,1769,1780,811,786
9788,12945,6065,6412,3274,3601,4683,4453,1817,1987,3771,4132,1771,1680,579,585
7967,8172,6801,7017,3690,3923,6333,6104,1947,1604,3796,3661,1497,1760,813,807
